"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","Industry","Summary Quote","Exchange"
"TFSC","1347 Capital Corp.","9.6","$57.1M","2014","Finance","Business Services","http://www.nasdaq.com/symbol/tfsc","NASDAQ"
"TFSCR","1347 Capital Corp.","0.3","nan","2014","Finance","Business Services","http://www.nasdaq.com/symbol/tfscr","NASDAQ"
"TFSCU","1347 Capital Corp.","10.19","$42.59M","2014","nan","nan","http://www.nasdaq.com/symbol/tfscu","NASDAQ"
"TFSCW","1347 Capital Corp.","0.23","nan","2014","Finance","Business Services","http://www.nasdaq.com/symbol/tfscw","NASDAQ"
"PIH","1347 Property Insurance Holdings, Inc.","7.56","$48.07M","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/pih","NASDAQ"
"FLWS","1-800 FLOWERS.COM, Inc.","11.56","$748.01M","1999","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/flws","NASDAQ"
"FCTY","1st Century Bancshares, Inc","6.8705","$69.85M","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/fcty","NASDAQ"
"FCCY","1st Constitution Bancorp (NJ)","11.52","$86.3M","nan","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fccy","NASDAQ"
"SRCE","1st Source Corporation","32.63","$810.54M","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/srce","NASDAQ"
"VNET","21Vianet Group, Inc.","17.39","$1.15B","2011","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/vnet","NASDAQ"
"TWOU","2U, Inc.","25.4","$1.04B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/twou","NASDAQ"
"DGLD","3X Inverse Gold ETN Velocityshares","71.2692","$9.69M","nan","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/dgld","NASDAQ"
"JOBS","51job, Inc.","33.9","$2B","2004","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/jobs","NASDAQ"
"SIXD","6D Global Technologies, Inc.","8.3599","$653.54M","nan","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/sixd","NASDAQ"
"EGHT","8x8 Inc","8.87","$797.13M","nan","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/eght","NASDAQ"
"AVHI","A V Homes, Inc.","15.97","$356.76M","nan","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/avhi","NASDAQ"
"SHLM","A. Schulman, Inc.","48.15","$1.4B","1972","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/shlm","NASDAQ"
"AAON","AAON, Inc.","23.85","$1.29B","nan","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aaon","NASDAQ"
"ABAX","ABAXIS, Inc.","63.1","$1.42B","1992","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/abax","NASDAQ"
"ABY","Abengoa Yield plc","34.29","$2.74B","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/aby","NASDAQ"
"ABGB","Abengoa, S.A.","18.83","$3.16B","2013","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/abgb","NASDAQ"
"ABMD","ABIOMED, Inc.","70.72","$2.91B","nan","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/abmd","NASDAQ"
"AXAS","Abraxas Petroleum Corporation","3.35","$355.74M","nan","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/axas","NASDAQ"
"ACTG","Acacia Research Corporation","10.6","$540.05M","nan","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/actg","NASDAQ"
"ACHC","Acadia Healthcare Company, Inc.","70.205","$4.67B","nan","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/achc","NASDAQ"
"ACAD","ACADIA Pharmaceuticals Inc.","31.49","$3.15B","1985","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acad","NASDAQ"
"ACST","Acasti Pharma, Inc.","0.4601","$48.97M","nan","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acst","NASDAQ"
"AXDX","Accelerate Diagnostics, Inc.","22.7","$1.01B","nan","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/axdx","NASDAQ"
"XLRN","Acceleron Pharma Inc.","34.58","$1.13B","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/xlrn","NASDAQ"
"ANCX","Access National Corporation","18.74","$196.25M","nan","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ancx","NASDAQ"
"ARAY","Accuray Incorporated","9.74","$764.49M","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/aray","NASDAQ"
"ACRX","AcelRx Pharmaceuticals, Inc.","4.01","$175.3M","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acrx","NASDAQ"
"ACET","Aceto Corporation","21.9","$637.49M","nan","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/acet","NASDAQ"
"AKAO","Achaogen, Inc.","7.86","$141.72M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akao","NASDAQ"
"ACHN","Achillion Pharmaceuticals, Inc.","10.19","$1.2B","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/achn","NASDAQ"
"ACIW","ACI Worldwide, Inc.","21.48","$2.49B","nan","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/aciw","NASDAQ"
"ACNB","ACNB Corporation","20.3","$122.12M","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/acnb","NASDAQ"
"ACOR","Acorda Therapeutics, Inc.","33.51","$1.43B","2006","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/acor","NASDAQ"
"ACFN","Acorn Energy, Inc.","0.5","$13.24M","nan","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/acfn","NASDAQ"
"ACTS","Actions Semiconductor Co., Ltd.","1.52","$130.72M","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/acts","NASDAQ"
"ACPW","Active Power, Inc.","2.22","$51.42M","2000","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/acpw","NASDAQ"
"ATVI","Activision Blizzard, Inc","22.64","$16.37B","nan","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/atvi","NASDAQ"
"ACTA","Actua Corporation","15.52","$627.69M","nan","Technology","EDP Services","http://www.nasdaq.com/symbol/acta","NASDAQ"
"ACUR","Acura Pharmaceuticals, Inc.","0.9396","$45.99M","nan","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acur","NASDAQ"
"ACXM","Acxiom Corporation","18.62","$1.44B","nan","Technology","EDP Services","http://www.nasdaq.com/symbol/acxm","NASDAQ"
"ADMS","Adamas Pharmaceuticals, Inc.","17.71","$313.56M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adms","NASDAQ"
"ADMP","Adamis Pharmaceuticals Corporation","3.84","$51.19M","nan","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/admp","NASDAQ"
"ADUS","Addus HomeCare Corporation","23.55","$259.28M","2009","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/adus","NASDAQ"
"AEY","ADDvantage Technologies Group, Inc.","2.36","$23.7M","nan","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/aey","NASDAQ"
"ADEP","Adept Technology, Inc.","5.92","$77.57M","nan","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/adep","NASDAQ"
"ADMA","ADMA Biologics Inc","9.26","$86.04M","nan","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/adma","NASDAQ"
"ADBE","Adobe Systems Incorporated","75.68","$37.86B","1986","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/adbe","NASDAQ"
"ADTN","ADTRAN, Inc.","18.82","$1.01B","1994","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/adtn","NASDAQ"
"AEIS","Advanced Energy Industries, Inc.","25.7","$1.05B","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeis","NASDAQ"
"AMD","Advanced Micro Devices, Inc.","2.69","$2.09B","nan","Technology","Semiconductors","http://www.nasdaq.com/symbol/amd","NASDAQ"
"ADXS","Advaxis, Inc.","15.65","$425.82M","nan","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adxs","NASDAQ"
"ADXSW","Advaxis, Inc.","11.5","nan","nan","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adxsw","NASDAQ"
"ADVS","Advent Software, Inc.","43.6","$2.28B","1995","Technology","EDP Services","http://www.nasdaq.com/symbol/advs","NASDAQ"
"MULT","AdvisorShares Sunrise Global Multi-Strategy ETF","24.178","$2.42M","nan","nan","nan","http://www.nasdaq.com/symbol/mult","NASDAQ"
"YPRO","AdvisorShares YieldPro ETF","23.69","$67.52M","nan","nan","nan","http://www.nasdaq.com/symbol/ypro","NASDAQ"
"AEGR","Aegerion Pharmaceuticals, Inc.","25.45","$726.33M","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aegr","NASDAQ"
"AEGN","Aegion Corp","18.02","$672.81M","nan","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/aegn","NASDAQ"
"AEHR","Aehr Test Systems","2.06","$26.44M","1997","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/aehr","NASDAQ"
"AMTX","Aemetis, Inc","4.09","$84.96M","nan","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/amtx","NASDAQ"
"AEPI","AEP Industries Inc.","56.28","$286.08M","1986","Capital Goods","Specialty Chemicals","http://www.nasdaq.com/symbol/aepi","NASDAQ"
"AERI","Aerie Pharmaceuticals, Inc.","30.89","$742.81M","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/aeri","NASDAQ"
"AVAV","AeroVironment, Inc.","26.45","$617.1M","2007","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/avav","NASDAQ"
"AEZS","AEterna Zentaris Inc.","0.55","$49.81M","nan","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aezs","NASDAQ"
"AFMD","Affimed N.V.","6.46","$154.94M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/afmd","NASDAQ"
"AFFX","Affymetrix, Inc.","12.43","$928.71M","1996","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/affx","NASDAQ"
"AGEN","Agenus Inc.","5.28","$373.61M","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/agen","NASDAQ"
"AGRX","Agile Therapeutics, Inc.","9.55","$211.57M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agrx","NASDAQ"
"AGYS","Agilysys, Inc.","9.79","$223.43M","nan","Technology","EDP Services","http://www.nasdaq.com/symbol/agys","NASDAQ"
"AGIO","Agios Pharmaceuticals, Inc.","94.35","$3.51B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agio","NASDAQ"
"AIRM","Air Methods Corporation","46.32","$1.82B","nan","Transportation","Transportation Services","http://www.nasdaq.com/symbol/airm","NASDAQ"
"AIRT","Air T, Inc.","24.33","$57.66M","nan","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/airt","NASDAQ"
"ATSG","Air Transport Services Group, Inc","9.21","$598.18M","nan","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/atsg","NASDAQ"
"AMCN","AirMedia Group Inc","2.02","$120.33M","2007","Technology","Advertising","http://www.nasdaq.com/symbol/amcn","NASDAQ"
"AIXG","Aixtron SE","7.68","$865.49M","nan","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aixg","NASDAQ"
"AKAM","Akamai Technologies, Inc.","70.84","$12.67B","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/akam","NASDAQ"
"AKBA","Akebia Therapeutics, Inc.","9.19","$187.21M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akba","NASDAQ"
"AKER","Akers Biosciences Inc","4.78","$24.59M","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/aker","NASDAQ"
"AKRX","Akorn, Inc.","47.24","$5.38B","nan","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akrx","NASDAQ"
"ALSK","Alaska Communications Systems Group, Inc.","1.66","$82.75M","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/alsk","NASDAQ"
"AMRI","Albany Molecular Research, Inc.","17.72","$580.25M","1999","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/amri","NASDAQ"
"ABDC","Alcentra Capital Corp.","13.55","$183.15M","2014","nan","nan","http://www.nasdaq.com/symbol/abdc","NASDAQ"
"ADHD","Alcobra Ltd.","5.69","$120.5M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adhd","NASDAQ"
"ALDR","Alder BioPharmaceuticals, Inc.","26.89","$1.02B","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aldr","NASDAQ"
"ALDX","Aldeyra Therapeutics, Inc.","10.15","$69.93M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aldx","NASDAQ"
"ALXN","Alexion Pharmaceuticals, Inc.","169.94","$34.35B","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alxn","NASDAQ"
"ALXA","Alexza Pharmaceuticals, Inc.","2.04","$39.59M","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alxa","NASDAQ"
"ALCO","Alico, Inc.","50.69","$373.63M","nan","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/alco","NASDAQ"
"ALGN","Align Technology, Inc.","52.75","$4.26B","2001","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/algn","NASDAQ"
"ALIM","Alimera Sciences, Inc.","4.64","$205.8M","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alim","NASDAQ"
"ALKS","Alkermes plc","60.1","$8.9B","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alks","NASDAQ"
"ALGT","Allegiant Travel Company","161.9","$2.82B","2006","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/algt","NASDAQ"
"ALLB","Alliance Bancorp, Inc. of Pennsylvania","21.5","$86.57M","nan","Finance","Savings Institutions","http://www.nasdaq.com/symbol/allb","NASDAQ"
"AFOP","Alliance Fiber Optic Products, Inc.","17.4","$310.03M","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/afop","NASDAQ"
"AIQ","Alliance HealthCare Services, Inc.","22.87","$245.81M","2001","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aiq","NASDAQ"
"AHGP","Alliance Holdings GP, L.P.","50.77","$3.04B","2006","Energy","Coal Mining","http://www.nasdaq.com/symbol/ahgp","NASDAQ"
"ARLP","Alliance Resource Partners, L.P.","33.02","$2.45B","1999","Energy","Coal Mining","http://www.nasdaq.com/symbol/arlp","NASDAQ"
"AHPI","Allied Healthcare Products, Inc.","1.66","$13.33M","1992","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ahpi","NASDAQ"
"AMOT","Allied Motion Technologies, Inc.","33.84","$311.76M","nan","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/amot","NASDAQ"
"ALQA","Alliqua BioMedical, Inc.","5.14","$86.48M","nan","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/alqa","NASDAQ"
"ALLT","Allot Communications Ltd.","9.23","$307.93M","2006","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/allt","NASDAQ"
"MDRX","Allscripts Healthcare Solutions, Inc.","11.77","$2.12B","nan","Technology","EDP Services","http://www.nasdaq.com/symbol/mdrx","NASDAQ"
"AFAM","Almost Family Inc","46.55","$441.31M","nan","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/afam","NASDAQ"
"ALNY","Alnylam Pharmaceuticals, Inc.","104.41","$8.77B","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alny","NASDAQ"
"AOSL","Alpha and Omega Semiconductor Limited","8.9","$237.25M","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/aosl","NASDAQ"
"ATEC","Alphatec Holdings, Inc.","1.41","$140.79M","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atec","NASDAQ"
"ALTR","Altera Corporation","43.1","$12.97B","1988","Technology","Semiconductors","http://www.nasdaq.com/symbol/altr","NASDAQ"
"ASPS","Altisource Portfolio Solutions S.A.","15","$301.98M","nan","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/asps","NASDAQ"
"AIMC","Altra Industrial Motion Corp.","28.3","$746.83M","2006","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aimc","NASDAQ"
"AMAG","AMAG Pharmaceuticals, Inc.","53.96","$1.65B","nan","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amag","NASDAQ"
"AMRN","Amarin Corporation PLC","2.36","$417.94M","nan","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amrn","NASDAQ"
"AMRK","A-Mark Precious Metals, Inc.","10.08","$70.18M","nan","Basic Industries","Other Specialty Stores","http://www.nasdaq.com/symbol/amrk","NASDAQ"
"AMZN","Amazon.com, Inc.","372.25","$172.87B","1997","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/amzn","NASDAQ"
"AMBC","Ambac Financial Group, Inc.","25.38","$1.14B","nan","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ambc","NASDAQ"
"AMBCW","Ambac Financial Group, Inc.","13.75","nan","nan","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ambcw","NASDAQ"
"AMBA","Ambarella, Inc.","74","$2.28B","2012","Technology","Semiconductors","http://www.nasdaq.com/symbol/amba","NASDAQ"
"EPAX","Ambassadors Group, Inc.","2.52","$43.56M","nan","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/epax","NASDAQ"
"AMCX","AMC Networks Inc.","75.33","$5.43B","nan","Consumer Services","Television Services","http://www.nasdaq.com/symbol/amcx","NASDAQ"
"DOX","Amdocs Limited","53.7","$8.34B","nan","Technology","EDP Services","http://www.nasdaq.com/symbol/dox","NASDAQ"
"AMDA","Amedica Corporation","0.31","$8.29M","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/amda","NASDAQ"
"AMED","Amedisys Inc","27.21","$916.24M","nan","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/amed","NASDAQ"
"UHAL","Amerco","326.95","$6.41B","nan","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/uhal","NASDAQ"
"ASBI","Ameriana Bancorp","17.13","$51.76M","nan","Finance","Savings Institutions","http://www.nasdaq.com/symbol/asbi","NASDAQ"
"ATAX","America First Multifamily Investors, L.P.","5.53","$333.2M","nan","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/atax","NASDAQ"
"AMOV","America Movil, S.A.B. de C.V.","21.28","$73.19B","nan","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amov","NASDAQ"
"AAL","American Airlines Group, Inc.","49.175","$34.26B","nan","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/aal","NASDAQ"
"AGNC","American Capital Agency Corp.","21.42","$7.56B","2008","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agnc","NASDAQ"
"AGNCB","American Capital Agency Corp.","25.31","$8.93B","nan","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agncb","NASDAQ"
"AGNCP","American Capital Agency Corp.","26.36","nan","nan","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agncp","NASDAQ"
"MTGE","American Capital Mortgage Investment Corp.","18.02","$921.99M","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mtge","NASDAQ"
"MTGEP","American Capital Mortgage Investment Corp.","25.1336","$50.27M","nan","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mtgep","NASDAQ"
"ACSF","American Capital Senior Floating, Ltd.","13.35","$133.5M","2014","nan","nan","http://www.nasdaq.com/symbol/acsf","NASDAQ"
"ACAS","American Capital, Ltd.","15.08","$4.11B","1997","nan","nan","http://www.nasdaq.com/symbol/acas","NASDAQ"
"ANCI","American Caresource Holdings Inc","2.6","$17.46M","nan","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/anci","NASDAQ"
"AETI","American Electric Technologies, Inc.","4.25","$34.92M","nan","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeti","NASDAQ"
"AMIC","American Independence Corp.","10.4","$84.02M","nan","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/amic","NASDAQ"
"AMNB","American National Bankshares, Inc.","22.55","$196.43M","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/amnb","NASDAQ"
"ANAT","American National Insurance Company","98.06","$2.64B","nan","Finance","Life Insurance","http://www.nasdaq.com/symbol/anat","NASDAQ"
"APEI","American Public Education, Inc.","30.86","$531.58M","2007","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apei","NASDAQ"
"ARII","American Railcar Industries, Inc.","50.42","$1.08B","2006","Capital Goods","Railroads","http://www.nasdaq.com/symbol/arii","NASDAQ"
"ARCP","American Realty Capital Properties, Inc.","9.92","$8.98B","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/arcp","NASDAQ"
"ARCPP","American Realty Capital Properties, Inc.","24.04","$1.03B","nan","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/arcpp","NASDAQ"
"AMRB","American River Bankshares","9.56","$73.47M","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/amrb","NASDAQ"
"ASEI","American Science and Engineering, Inc.","50.95","$376.37M","nan","Health Care","Medical Electronics","http://www.nasdaq.com/symbol/asei","NASDAQ"
"AMSWA","American Software, Inc.","10.23","$288.93M","nan","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/amswa","NASDAQ"
"AMSC","American Superconductor Corporation","6.85","$6.56M","1991","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/amsc","NASDAQ"
"AMWD","American Woodmark Corporation","54.77","$871.08M","1986","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/amwd","NASDAQ"
"CRMT","America&#39;s Car-Mart, Inc.","54.06","$463.58M","nan","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/crmt","NASDAQ"
"ABCB","Ameris Bancorp","26.87","$865.37M","1994","Finance","Major Banks","http://www.nasdaq.com/symbol/abcb","NASDAQ"
"AMSF","AMERISAFE, Inc.","46.19","$873.92M","2005","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/amsf","NASDAQ"
"ASRV","AmeriServ Financial Inc.","3","$56.56M","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/asrv","NASDAQ"
"ASRVP","AmeriServ Financial Inc.","26.94","nan","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/asrvp","NASDAQ"
"ATLO","Ames National Corporation","24.69","$229.89M","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/atlo","NASDAQ"
"AMGN","Amgen Inc.","155.88","$118.29B","1983","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/amgn","NASDAQ"
"FOLD","Amicus Therapeutics, Inc.","10.95","$1.05B","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fold","NASDAQ"
"AMKR","Amkor Technology, Inc.","8.75","$2.08B","1998","Technology","Semiconductors","http://www.nasdaq.com/symbol/amkr","NASDAQ"
"AMPH","Amphastar Pharmaceuticals, Inc.","14.95","$666.24M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amph","NASDAQ"
"AMSG","Amsurg Corp.","63.47","$3.07B","nan","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/amsg","NASDAQ"
"AMSGP","Amsurg Corp.","124","$213.9M","nan","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/amsgp","NASDAQ"
"ASYS","Amtech Systems, Inc.","11.32","$147.83M","nan","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asys","NASDAQ"
"AFSI","AmTrust Financial Services, Inc.","57.24","$4.69B","nan","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afsi","NASDAQ"
"AMRS","Amyris, Inc.","2.43","$192.15M","2010","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/amrs","NASDAQ"
"ANAC","Anacor Pharmaceuticals, Inc.","57.06","$2.48B","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/anac","NASDAQ"
"ANAD","ANADIGICS, Inc.","1.38","$120.99M","1995","Technology","Semiconductors","http://www.nasdaq.com/symbol/anad","NASDAQ"
"ADI","Analog Devices, Inc.","62.24","$19.4B","nan","Technology","Semiconductors","http://www.nasdaq.com/symbol/adi","NASDAQ"
"ALOG","Analogic Corporation","88.16","$1.09B","1972","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/alog","NASDAQ"
"ANCB","Anchor Bancorp","21.68","$55.28M","2011","Finance","Banks","http://www.nasdaq.com/symbol/ancb","NASDAQ"
"ABCW","Anchor BanCorp Wisconsin Inc.","34.7","$331.28M","2014","Finance","Banks","http://www.nasdaq.com/symbol/abcw","NASDAQ"
"AMCF","Andatee China Marine Fuel Services Corporation","1.17","$12M","2010","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/amcf","NASDAQ"
"ANGI","Angie&#39;s List, Inc.","5.95","$348.17M","2011","Consumer Services","Advertising","http://www.nasdaq.com/symbol/angi","NASDAQ"
"ANGO","AngioDynamics, Inc.","17.82","$638.33M","2004","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ango","NASDAQ"
"ANIP","ANI Pharmaceuticals, Inc.","64.41","$734.21M","nan","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/anip","NASDAQ"
"ANIK","Anika Therapeutics Inc.","40.87","$594.51M","nan","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/anik","NASDAQ"
"ANSS","ANSYS, Inc.","86.99","$7.83B","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/anss","NASDAQ"
"ATRS","Antares Pharma, Inc.","2.65","$349.12M","nan","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atrs","NASDAQ"
"ANTH","Anthera Pharmaceuticals, Inc.","4.36","$151.06M","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/anth","NASDAQ"
"ABAC","Aoxin Tianli Group, Inc.","1.65","$54.75M","nan","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/abac","NASDAQ"
"ATNY","API Technologies Corp.","2.09","$115.78M","nan","Technology","Semiconductors","http://www.nasdaq.com/symbol/atny","NASDAQ"
"APOG","Apogee Enterprises, Inc.","44.44","$1.29B","nan","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/apog","NASDAQ"
"APOL","Apollo Education Group, Inc.","18.44","$1.99B","1994","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apol","NASDAQ"
